id,name,type,question,ocena,answers/0,answers/1,answers/2,answers/3,correct_answer_index,answers/4
168,Przyroda,Egzaminy Gimnazjalne,Procesy zachodzące w naszym otoczeniu przebiegają z wydzielaniem ciepła do otoczenia (egzotermiczne) lub z pobieraniem ciepła z otoczenia (endotermiczne). Procesem endotermicznym jest,3,prażenie skały wapiennej.,spalanie drewna w ognisku.,mieszanie wapna palonego z wodą,wlewanie kwasu siarkowego do wody.,0,
169,Przyroda,Egzaminy Gimnazjalne,"W tabeli podano gęstości wybranych gazów. Nazwa substancji chemicznej (hel, dwutlenek węgla, powietrze) Gęstość w g/dm3 (w temp. 25°C) (0,164 1,811 1,185) Każdy z trzech cienkich, gumowych baloników napełniono taką samą objętością różnych gazów: pierwszy helem, drugi powietrzem, trzeci dwutlenkiem węgla. Następnie wszystkie baloniki puszczono swobodnie. Okazało się, że",3,wszystkie uniosły się wysoko.,wszystkie pozostały przy ziemi.,"dwa uniosły się wysoko, a jeden pozostał przy ziemi.","jeden uniósł się wysoko, a dwa pozostały przy ziemi.",3,
170,Przyroda,Egzaminy Gimnazjalne,"Woda w basenie jest podgrzewana. Aby obliczyć energię potrzebną do jej ogrzania, należy znaleźć w tablicach gęstość i ciepło właściwe wody oraz znać",2,objętość i temperaturę końcową wody.,"objętość, temperaturę początkową i końcową wody.",głębokość i szerokość basenu oraz różnicę temperatur wody.,powierzchnię basenu oraz temperaturę początkową i końcową wody.,1,
171,Przyroda,Egzaminy Gimnazjalne,"Podczas gotowania lub smażenia jaja kurzego, białko ścina się nieodwracalnie. Innym czynnikiem powodującym nieodwracalne ścinanie białka jest",3,zimna woda.,sól kuchenna.,alkohol etylowy.,roztwór cukru.,2,
172,Przyroda,Egzaminy Gimnazjalne,Krokodyla można opisać następująco:,3,"wąż, zmiennocieplny, drapieżca, jajorodny","gad, stałocieplny, wody ciepłe","drapieżca, gad, zmiennocieplny, jajorodny","stałocieplny, płaz, jajorodny, zęby jadowe",2,
173,Przyroda,Egzaminy Gimnazjalne,"Znaczek z kolekcji Jacka upamiętnia wydarzenie, które miało miejsce 8 czerwca 2000 roku. Wówczas z miejscowości Yulara w środkowej Australii wyruszyła sztafeta niosąca znicz olimpijski przed olimpiadą w Sydney. W Australii było to:",3,pod koniec kalendarzowej wiosny,na początku kalendarzowego lata,pod koniec kalendarzowej jesieni,na początku kalendarzowej zimy,2,
174,Przyroda,Egzaminy Gimnazjalne,Marta przygotowała prowiant na wycieczkę rowerową. Pakowane przez nią produkty żywnościowe zawierają ważne dla organizmu związki chemiczne. Które z nich są dla organizmu głównie źródłem energii?,1,białka,cukry,sole mineralne,witaminy,1,
175,Biologia,Egzaminy Maturalne,W której fazie cyklu komórkowego zachodzi replikacja DNA? Zaznacz właściwą odpowiedź spośród podanych.,1,faza G1,faza S,faza G2,faza M,1,
176,Biologia,Egzaminy Maturalne,"Spośród pary rodziców, którzy zgłosili się do poradni genetycznej, przyszły ojciec nie ma mutacji w genie RB1, ale przyszła matka odziedziczyła uszkodzony allel RB1 po swoim ojcu. Ile wynosi prawdopodobieństwo, że u dziecka tej pary rodziców rozwinie się siatkówczak? Zaznacz właściwą odpowiedź spośród podanych .",1,0%,25%,45%,75%,2,90%
177,Biologia,Egzaminy Maturalne,Jaką funkcję pełnią mikrotubule w ruchu komórek? Zaznacz właściwą odpowiedź spośród podanych.,3,Mikrotubule tworzą wewnętrzny szkielet wici.,Podjednostki tubuliny hydrolizują ATP dostarczający energii do ruchu wici .,Skracanie się mikrotubul wici skutkuje ciągnięciem za sobą całej komórki .,Polimeryzacja mikrotubul powoduje wydłużanie wici i odpychanie się komórki od podłoża.,0,
178,Biologia,Egzaminy Maturalne,Dokończ zdanie. Zaznacz właściwą odpowiedź spośród podanych. Charakterystycznym objawem niedoboru witaminy C jest,2,utrata ostrości widzenia.,zmniejszenie krzepliwości krwi.,suchość i nadmierne rogowacenie skóry.,osłabienie i pękanie ścian naczyń krwionośnych.,3,
179,Biologia,Egzaminy Maturalne,W której części komórki eukariotycznej znajduje się aktywny kompleks dehydrogenazy pirogronianowej? Zaznacz właściwą odpowiedź spośród podanych.,2,cytozol,macierz mitochondrialna,zewnętrzna błona mitochondrium,wewnętrzna błona mitochondrium,1,przestrzeń międzybłonowa w mitochondrium
180,Biologia,Egzaminy Maturalne,Dokończ zdanie. Zaznacz właściwą odpowiedź spośród podanych. Czaszki amfisben przystosowały się do drążenia tuneli w ziemi w wyniku,3,dryfu genetycznego.,efektu założyciela .,specjacji.,doboru naturalnego.,3,
181,Biologia,Egzaminy Maturalne,Dokończ zdanie. Zaznacz właściwą odpowiedź spośród podanych. W celu wzrokowej oceny w czasie rzeczywistym wyglądu błony śluzowej tchawicy wykonuje się,3,spirometrię.,RTG klatki piersiowej.,bronchoskopię.,gastroskopię.,2,
182,Biologia,Egzaminy Maturalne,"Dokończ zdanie. Zaznacz właściwą odpowiedź spośród podanych. Kod genetyczny określa się jako zdegenerowany, co oznacza, że",3,różne organizmy mają ten sam kod genetyczny.,kolejne kodony następują bezpośrednio po sobie.,jeden aminokwas może być kodowany przez więcej niż jeden kodon.,kolejność kodonów w mRNA odpowiada kolejności reszt aminokwasowych w peptydzie.,2,
183,Biologia,Egzaminy Maturalne,Dokończ zdanie. Zaznacz właściwą odpowiedź spośród podanych. Zależność między wargatkiem czyścicielem a rybą przez niego czyszczoną to,3,mutualizm.,komensalizm.,drapieżnictwo.,pasożytnictwo.,0,
184,Biologia,Egzaminy Maturalne,"Spośród wymienionych narządów organizmu człowieka wybierz i zaznacz ten, który oprócz swojej podstawowej funkcji może również pełnić funkcję termogeniczną.",3,mięśnie szkieletowe,skóra,mózgowie,tarczyca,0,
185,Biologia,Egzaminy Maturalne,"Wybierz i zaznacz poprawne dokończenie poniższego zdania. Konwencja waszyngtońska, zwana CITES",3,"powstała w celu ochrony dzikich gatunków zwierząt migrujących, które regularnie przekraczają granice państw.","dotyczy ochrony obszarów wodno-błotnych, mających znaczenie międzynarodowe, zwłaszcza jako środowisko życia ptaków wodnych.",umożliwia kontrolowanie handlu i obrotu gatunkami roślin i zwierząt zagrożonych wyginięciem.,umożliwia tworzenie obszarów ochrony siedlisk przyrodniczych zagrożonych wyginięciem w państwach Unii Europejskiej.,2,
186,Biologia,Egzaminy Maturalne,Dokończ zdanie. Zaznacz właściwą odpowiedź spośród podanych. Występowanie tkanki kostnej jest charakterystyczne dla wszystkich,3,skorupiaków.,głowonogów.,strunowców.,kręgowców.,3,
187,Biologia,Egzaminy Maturalne,Dokończ zdanie. Zaznacz właściwą odpowiedź spośród podanych. Wrodzona nietolerancja fruktozy jest dziedziczona w sposób,3,autosomalny recesywny.,autosomalny dominujący.,sprzężony z płcią recesywny.,sprzężony z płcią dominujący.,0,
188,Biologia,Egzaminy Maturalne,"Zaznacz w śród wymienionych elementów budowy mitochondrium ten, w którym występuje aktywna syntaza ATP.",3,błona zewnętrzna,przestrzeń międzybłonowa,błona wewnętrzna,matriks (macierz),2,
189,Biologia,Egzaminy Maturalne,"Zaznacz poprawne dokończenie zdania. Zrekombinowane układy alleli w potomstwie muszek o opisanych genotypach powstały dzięki procesowi crossing-over, który zaszedł w",3,spermatocytach.,oocytach.,plemnikach.,komórkach jajowych.,0,
190,Biologia,Egzaminy Maturalne,Zaznacz poprawne dokończenie zdania określającego sposób dziedziczenia opisanej barwy upierzenia kur andaluzyjskich. Taki rozkład fenotypów wśród potomstwa świadczy o,3,kodominacji alleli genu warunkuj ącego barwę piór.,warunkowaniu barwy upierzenia przez dwie pary alleli.,występowaniu trzech alleli genu warunkującego barwę piór.,niezupełnej dominacji alleli genu warunkującego barwę piór.,3,
191,Biologia,Egzaminy Maturalne,W której części komórki eukariotycznej znajduje się aktywny kompleks dehydrogenazy pirogronianowej? Zaznacz właściwą odpowiedź spośród podanych.,3,cytozol,macierz mitochondrialna,zewnętrzna błona mitochondrium,wewnętrzna błona mitochon drium,1,przestrzeń międzybłonowa w mitochondrium
192,Biologia,Egzaminy Maturalne,Dokończ zdanie. Zaznacz właściwą odpowiedź spośród podanych. Zależność między wargatkiem czyścicielem a rybą przez niego czyszczoną to,2,mutualizm.,komensalizm.,drapieżnictwo.,pasożytnictwo.,0,
193,Biologia,Egzaminy Maturalne,"Zaznacz rodzaj mutacji, w wyniku której powstał chromosom Filadelfia.",2,inwersja,transwersja,transdukcja,translokacja,3,
194,Biologia,Egzaminy Maturalne,Zaznacz prawidłowe dokończenie zdania. Zależność między raflezjami a lianami to,3,konkurencja.,pasożytnictwo.,komensalizm.,mutualizm.,1,
195,Biologia,Egzaminy Maturalne,"U niektórych osób dochodzi do zaburzeń w wydzielaniu kortyzolu, który jest wytwarzany z cholesterolu w korze nadnerczy. Przed rozpoczęciem leczenia pacjenta ważne jest ustalenie, czy niedobór kortyzolu spowodowany jest niedoczynnością przysadki w zakresie produkcji ACTH (kortykotropiny), czy też przyczyną jest uszkodzenie komórek kory nadnerczy. W tym celu przeprowadza się specjalny test z mety raponem - inhibitorem enzymu, odpowiedzialnego za ostatni etap produkcji kortyzolu z cholesterolu. Oznacza się u pacjenta poziom ACTH i 11-deoksykortyzolu, następnie podaje się metyrapon, i po określonym czasie znów oznacza się poziom obu substancji. Na schemacie przedstawiono regulację wydzielania kortyzolu oraz miejsce działania metyraponu. Na podstawie: Diagnostyka czynnościowa człowieka , pod red. W.Z. Traczyka, Warszawa 1999. Zaznacz poprawne dokończenie zdania. Po podaniu metyraponu u pacjentów z niedoczynnością kortykotropową przysadki",3,poziom ACTH i poziom 11-deoksykortyzolu znacznie wzrastają.,poziom ACTH i poziom 11-deoksykortyzolu pozostają bez zmian.,"poziom ACTH pozostaje bezzmian, a poziom 11-deoksykortyzolu spada.","poziom ACTH wzrasta, a poziom 11- deoksykortyzolu pozostaje bez zmian.",1,
196,Fizyka,Egzaminy Maturalne,"Po rzece płynie motorówka. Brzegi fragmentu rzeki są do siebie równoległe. Prędkość nurtu wody względem brzegu ma wartość u = 5 m/s. Motorówka w każdej chwili ruchu jest ustawiona osią symetrii prostopadle do brzegu, a prędkość motorówki względem wody ma wartość v = 10 m/s. Prędkość motorówki względem brzegu ma wartość około",1,15 m/s,10 m/s,"8,7 m/s","11,2 m/s",3,
197,Fizyka,Egzaminy Maturalne,"Ciało o masie 5 kg rzucono pionowo do góry. Początkowa energia kinetyczna ciała wynosi 200 J. Przyjmij, że opory powietrza można pominąć. W opisanej sytuacji, gdy ciało znajdzie się na wysokości 1 m nad poziomem, z którego zostało wyrzucone, to jego energia kinetyczna wyniesie około",1,10 J,50 J,150 J,200 J,2,
198,Fizyka,Egzaminy Maturalne,"Planeta A i planeta B poruszają się po orbitach kołowych wokół wspólnego centrum grawitacyjnego. Wartość prędkości liniowej planety A jest dwa razy większa od wartości prędkości liniowej planety B. Wynika z tego, że",2,promień orbity planety A jest cztery razy mniejszy od promienia orbity planety,B. promień orbity planety A jest cztery razy większy od promienia orbity planety B.,promień orbity planety A jest dwa razy mniejszy od promienia orbity planety B.,promień orbity planety A jest dwa razy większy od promienia orbity planety B.,0,
199,Fizyka,Egzaminy Maturalne,"Ciężarek zaczepiony do sprężyny S1, której drugi koniec jest unieruchomiony, wykonuje drgania pod wpływem siły sprężystości. Okres tych drgań wynosi T. Ten sam ciężarek, ale zaczepiony do innej sprężyny S2, wykonuje drgania o okresie równym 2T. Z tego wynika, że współczynnik sprężystości sprężyny S2 jest",2,dwukrotnie mniejszy od współczynnika sprężystości sprężyny S1.,dwukrotnie większy od współczynnika sprężystości sprężyny S1.,czterokrotnie mniejszy od współczynnika sprężystości sprężyny S1.,czterokrotnie większy od współczynnika sprężystości sprężyny S1.,2,
200,Fizyka,Egzaminy Maturalne,"W wyniku emisji fotonu elektron w atomie wodoru przeszedł ze stanu energetycznego opisanego liczbą kwantową n = 6 do stanu podstawowego. Jeżeli energię elektronu w stanie podstawowym oznaczymy jako E1, to energia Ef emitowanego fotonu wyraża się wzorem:",2,Ef = 1/6 |E1|,Ef = 1/36 |E1|,Ef = 35/36 |E1|,Ef = 5/6 |E1|,2,
201,Fizyka,Egzaminy Maturalne,"Metalową płytkę oświetlano wiązką światła monochromatycznego o częstotliwości, przy której zachodzi zjawisko fotoelektryczne. Liczbę elektronów wybitych z metalu w jednostce czasu oznaczymy jako N, a maksymalną energię, jaką może mieć elektron wybity z metalu - jako Eel. Przyjmij, że każdy foton z tej wiązki światła padającej na płytkę wybija jeden elektron. Jeżeli zwiększy się częstotliwość światła, ale moc wiązki światła pozostawi się bez zmian, to",2,"Eel wzrośnie, N pozostanie bez zmian.","Eel wzrośnie, N zmaleje.","N wzrośnie, Eel pozostanie bez zmian.","N wzrośnie, Eel zmaleje.",1,
202,Fizyka,Egzaminy Maturalne,Jądro pewnego izotopu X uległo dwóm przemianom promieniotwórczym typu α oraz dwóm przemianom promieniotwórczym typu β-. W wyniku ciągu tych czterech przemian powstało jądro izotopu polonu 212 84 Po. Początkowym jądrem X było jądro,1,218 86 Rn,220 86 Rn,220 82 Pb,208 82 Pb,1,
203,Fizyka,Egzaminy Maturalne,"Rozpatrujemy trzy procesy: - zaobserwowane przez astronomów zderzenie galaktyk, - zderzenie samochodów w wypadku drogowym, - zderzenie cząsteczek gazu rzeczywistego. Zasada zachowania pędu jest spełniona",2,tylko w zderzeniu galaktyk i samochodów.,tylko w zderzeniu samochodów i cząsteczek.,tylko w zderzeniu galaktyk i cząsteczek.,w każdym przypadku. przedstawia,2,
204,Fizyka,Egzaminy Maturalne,W obwodach scalonych wykorzystuje się przede wszystkim własności,3,dielektryków.,ferromagnetyków.,półprzewodników.,nadprzewodników.,2,
205,Fizyka,Egzaminy Maturalne,Światło odbite od mokrej powierzchni często oślepia patrzącego nie pozwalając na zauważenie obiektów znajdujących się przed nami (na przykład światło reflektorów nadjeżdżającego z przeciwka samochodu lub słońce odbijające się od tafli jeziora). W tym celu stosuje się specjalne okulary eliminujące światło odbite. W okularach tych wykorzystuje się zjawisko,1,dyfrakcji światła.,odbicia światła.,polaryzacji światła.,załamania światła.,2,
206,Fizyka,Egzaminy Maturalne,"Nie można wykazać falowej natury obiektów makroskopowych, ponieważ",3,cząstki o masie spoczynkowej różnej od zera nie mają właściwości falowych.,"długości fal,odpowiadających takim obiektom są znacznie mniejsze od ich rozmiarów.",nie pozwala na to zasada nieoznaczoności.,prawa mechaniki kwantowej nie są spełnione w mechanice klasycznej,1,
207,Fizyka,Egzaminy Maturalne,Dokończ zdanie: Słońce ………………..,3,jest gwiazdą ciągu głównego.,jest zbudowane w około 99% z wodoru.,znajduje się w centrum Galaktyki.,zostanie gwiazdą neutronową.,0,
208,Fizyka,Egzaminy Maturalne,Obraz widziany w gładkiej kulistej bombce choinkowej jest prosty i pomniejszony,3,"zawsze, ponieważ bombka jest zwierciadłem rozpraszającym.",tylko w odniesieniu do przedmiotów większych niż średnica bombki.,"tylko w odniesieniu do przedmiotów, znajdujących się dalej niż średnica bombki.","Tylko, gdy oglądamy ją z odległości większych niż średnica bombki.",0,
209,Fizyka,Egzaminy Maturalne,"Dwa samochody jechały w następujący sposób: pierwszy 1,5 godz. z prędkością 60 km/h, następnie 1,5 godz. ze stałą prędkością 100 km/h; drugi przejechał 240 km, jadąc połowę drogi z prędkością 60 km/h, a drugą połowę drogi z prędkością 100 km/h. W odniesieniu do opisanych ruchów prawdziwym jest stwierdzenie, że",2q,oba samochody jechały 3 godz.,oba samochody uzyskały tę samą prędkość średnią.,prędkość średnia samochodu pierwszego była większa niż samochodu drugiego.,prędkość średnia samochodu pierwszego była mniejsza niż samochodu drugiego.,2,
210,Fizyka,Egzaminy Maturalne,"Jądro 4 He, w skład którego wchodzą dwa neutrony i dwa protony ma masę mniejszą niż suma mas dwóch swobodnych neutronów i dwóch swobodnych protonów. Różnica ta wynika z tego, że",3,reakcja syntezy jądrowej zachodzi w wysokich temperaturach.,masa swobodnego protonu jest mniejsza niż masa swobodnego neutronu.,podczas reakcji syntezy wydziela się duża ilość energii.,protony mają ładunek dodatni i odpychają się siłą elektrostatyczną.,2,
211,Fizyka,Egzaminy Maturalne,Elektron w polu elektrycznym może poruszać się,3,"ruchem jednostajnym prostoliniowych, jeżeli pole jest jednorodne.","ruchem jednostajnie zmiennym, jeżeli pole jest jednorodne.",ruchem jednostajnym lub jednostajnie zmiennym w zależności od pola.,jednostajnym lub jednostajnie zmiennym w zależności od prędkości początkowej.,1,
212,Fizyka,Egzaminy Maturalne,"Sokół leci po linii prostej z prędkością 25 m/s, goniąc gołębia, który porusza się po tej samej prostej z prędkością 20 m/s. Jeśli początkowa odległość między ptakami wynosiła 0,5 km, to sokół dogoni gołębia w czasie",1q,"0,1 s.","11,1 s.",20 s.,100 s.,3,
213,Fizyka,Egzaminy Maturalne,"Sztuczny satelita Ziemi porusza się z prędkością v po orbicie kołowej. Jeśli v1 oznacza wartość pierwszej prędkości kosmicznej, a v2 - drugiej prędkości kosmicznej, to prawidłowa jest relacja",3,v1 < v < v2,v1 > v > v2,v < v1 < v2,v1 < v2 < v,2,
214,Fizyka,Egzaminy Maturalne,"Jasio ciągnie zabawkę o ciężarze P za sznurek skierowany pod kątem α do podłogi. Siła napięcia sznurka wynosi F, a współczynnik tarcia zabawki o podłogę jest równy µ. Aby rozstrzygnąć, czy zabawka ruszy z miejsca, należy porównać ze sobą wielkości",2,µF oraz P cos α,µ(P - F) oraz F sin α,µP oraz (P - F) sin α,µ(P - F sin α) oraz F cos α.,3,
215,Fizyka,Egzaminy Maturalne,"Karłowata planeta Pluton porusza się po wydłużonej orbicie eliptycznej. Jej prędkość jest największa przy najmniejszej odległości od Słońca (peryhelium), a najmniejsza przy odległości największej (aphelium). Całkowita energia mechaniczna Plutona jest",2,równa jego maksymalnej energii kinetycznej.,jednakowa w każdym punkcie orbity.,"największa, gdy Pluton jest w aphelium.","największa, gdy Pluton jest w peryhelium.",1,
216,Fizyka,Egzaminy Maturalne,"W idealnym silniku cieplnym bezwzględna temperatura grzejnika jest 5 razy wyższa od bezwzględnej temperatury chłodnicy. Jeśli z grzejnika silnik pobrał 1000 J, to do chłodnicy oddał",1,200 J.,250 J.,750 J.,800 J.,0,
217,Fizyka,Egzaminy Maturalne,"Wiązka światła białego ulega załamaniu w soczewce skupiającej (pojedynczej, tzn. wykonanej z jednego rodzaju szkła). Jeśli ogniskowa soczewki jest równa fc dla światła czerwonego, fn dla światła niebieskiego i fż dla światła żółtego, to",2,fc < fn < fż,fż < fn < fc,fn < fż < fc,fc < fż < fn,2,
218,Fizyka,Egzaminy Maturalne,Strumień elektronów porusza się w bańce szklanej od katody (K) do anody (A). W wyniku oddziaływania pola magnetycznego strumień ten odchyli się,2,w stronę bieguna S.,w stronę bieguna N.,w górę.,w dół.,2,
219,Fizyka,Egzaminy Maturalne,Deterministyczny (przyczynowy) opis zjawisk fizycznych nie stosuje się do,3,całkowitego wewnętrznego odbicia światła.,rozpadu α jądra atomowego.,ruchu planet wokół Słońca.,topnienia lodu.,1,
220,Fizyka,Egzaminy Maturalne,"Dwaj rowerzyści poruszając się w kierunkach wzajemnie prostopadłych oddalają się od siebie z prędkością względną o wartości 5 m/s. Wartość prędkości jednego z nich jest równa 4 m/s, natomiast wartość prędkości drugiego rowerzysty wynosi",1,1 m/s.,3 m/s.,"4,5 m/s.",9 m/s.,1,
221,Fizyka,Egzaminy Maturalne,Spadochroniarz o masie 75 kg opada na spadochronie pionowo w dół z prędkością o stałej wartości 5 m/s. Siła oporów ruchu ma wartość około,1,25 N.,75 N.,250 N.,750 N.,3,
222,Fizyka,Egzaminy Maturalne,Monochromatyczna wiązka światła wysłana przez laser pada prostopadle na siatkę dyfrakcyjną. Na ekranie położonym za siatką dyfrakcyjną możemy zaobserwować,2,jednobarwne prążki dyfrakcyjne.,pojedyncze widmo światła białego.,pojedynczy jednobarwny pas światła.,widma światła białego ułożone symetrycznie względem prążka zerowego.,0,
223,Fizyka,Egzaminy Maturalne,"Zasada nieoznaczoności Heisenberga stwierdza, że",2,"im dokładniej ustalimy wartość pędu cząstki, tym dokładniej znamy jej położenie.","im dokładniej ustalimy wartość pędu cząstki, tym mniej dokładnie znamy jej położenie.",nie ma związku pomiędzy dokładnościami ustalenia wartości pędu i położenia cząstki.,"im mniej dokładnie znamy wartość pędu cząstki, tym mniej dokładnie możemy ustalić jej położenie.",1,
224,Fizyka,Egzaminy Maturalne,Wiązka dodatnio naładowanych cząstek pochodzenia kosmicznego dociera do Ziemi prostopadle do jej powierzchni w okolicach równika. W wyniku działania ziemskiego pola magnetycznego zostanie ona odchylona w kierunku Pn oś obrotu Ziemi,3,północnym.,południowym.,wschodnim.,zachodnim.,2,
225,Fizyka,Egzaminy Maturalne,"Rozciągnięcie sprężyny o 1 cm z położenia równowagi wymaga wykonania pracy 2 J. Rozciągnięcie tej samej sprężyny o 3 cm, również z położenia równowagi, wymaga wykonania pracy Pd",1,6 J.,12 J.,18 J.,24 J.,2,
226,Fizyka,Egzaminy Maturalne,Podczas przejścia wiązki światła z ośrodka o większym współczynniku załamania do ośrodka o mniejszym współczynniku załamania,3,"długość fali: rośnie, prędkość fali: rośnie","długość fali: rośnie, prędkość fali: meleje","długość fali: meleje, prędkość fali: rośnie","długość fali: meleje, prędkość fali: maleje",0,
227,Fizyka,Egzaminy Maturalne,Sprawność silnika cieplnego wynosi 20%. W ciągu 1 godziny silnik oddaje do chłodnicy 20 kJ energii. W tym czasie pobiera on z grzejnika energię cieplną o wartości,1,25 kJ.,40 kJ.,50 kJ.,100 kJ.,0,
228,Fizyka,Egzaminy Maturalne,Trzy czwarte początkowej liczby jąder pewnego izotopu promieniotwórczego ulega rozpadowi w czasie 24 godzin. Okres połowicznego rozpadu tego izotopu jest równy,1,2 godziny.,4 godziny.,8 godzin.,12 godzin.,3,
229,Fizyka,Egzaminy Maturalne,Piłka tenisowa spadła swobodnie z wysokości H. Podczas zderzenia piłki z podłogą 50% jej energii kinetycznej ulega rozproszeniu. Na jaką wysokość wzniesie się ta piłka po drugim odbiciu?,1,H/8,H/4,H/2,H/ √2,1,
230,Fizyka,Egzaminy Maturalne,"W wężu gumowym, którego jeden koniec jest sztywno uwiązany, a drugi pobudzamy do drgań powstała fala stojąca. Odległość między dwoma najbliższymi węzłami wynosi 1,5 m. Aby węzły przypadały co 1m należy częstotliwość",2q,"zwiększyć 1,5 razy.","zmniejszyć 1,5 razy.",zwiększyć 3 razy.,zmniejszyć 3 razy.,0,
231,Fizyka,Egzaminy Maturalne,Źródłem energii gwiazd są reakcje,3,rozszczepienia jąder atomowych.,egzotermiczne - chemiczne.,syntezy termojądrowej.,anihilacji par cząstka - antycząstka.,2,
232,Fizyka,Egzaminy Maturalne,"Samochód, którego silnik pracuje z mocą 30 kW jedzie ze stałą prędkością o wartości v=20 m/s. Siła napędowa samochodu jest równa",1,"0,15 kN.","0,50 kN.","1,50 kN.","6,00 N.",2,
233,Fizyka,Egzaminy Maturalne,Rozbłyski słoneczne nie wywołują na Ziemi,3,zórz polarnych.,zakłóceń łączności radiowej.,zmian magnetosfery.,przypływów i odpływów morza.,3,
234,Fizyka,Egzaminy Maturalne,"Zwiększając 4 krotnie napięcie przyspieszające naładowaną cząstkę spowodujemy, że długość fali de Broglie`a",1,wzrośnie 4 razy.,wzrośnie 2 razy.,zmaleje 2 razy.,zmaleje 4 razy.,2,
235,Fizyka,Egzaminy Maturalne,Z jednego grama radu o okresie połowicznego rozpadu równym T1/2 =1 600 lat pozostanie po upływie 8 000 lat około,1,1 mg.,3 mg.,5 mg.,30 mg.,3,
236,Fizyka,Egzaminy Maturalne,"Reakcje syntezy termojądrowej zachodzące we wnętrzu Słońca nie wymagają obecności pól magnetycznych. Podczas realizacji ziemskiego odpowiednika tych reakcji bardzo silne pola magnetyczne są niezbędne, aby",3,zjonizować używany w eksperymentach wodór.,utrzymać gorącą plazmę w ograniczonej objętości.,zrekompensować brak wielokrotnie zjonizowanych metali.,odprowadzać wzdłuż linii takich pól powstającą w eksperymencie energię.,1,
237,Fizyka,Egzaminy Maturalne,"W czasie 0,1 s ręka koszykarza trzymającego nieruchomo piłkę nadała jej pęd o wartości 3 kg*m/s Średnia wartość siły, z jaką ręka zadziałała w tym czasie na tę piłkę wynosi:",1q,"0,3 N","1,5 N",15 N,30 N,3,
238,Fizyka,Egzaminy Maturalne,Drewniany klocek pływa częściowo zanurzony w wodzie. Siła wyporu Fw i jego ciężar Q spełniają warunek:,2,Fw = -Q,Fw > Q,Fw < Q,Fw = Q,0,
239,Fizyka,Egzaminy Maturalne,"Silnik cieplny, który pobrał dwa razy więcej energii cieplnej niż oddał do chłodnicy, ma sprawność:",1,"25%,","50%,","60%,",75%.,1,
240,Fizyka,Egzaminy Maturalne,"Transformatory mają powszechne zastosowanie w technice. Jedne wykorzystywane są w zasilaczach sieciowych radioodbiorników, dostosowując napięcie z sieci do napięcia np. 9 V. Inne, stosowane np. w zasilaczach lamp kineskopowych telewizorów, muszą dostosować napięcie sieciowe o wartości skutecznej 220 V do bardzo wysokiego napięcia 25000 V. Zakładając, że przekładnia transformatora określona jest jako iloraz liczby zwojów w uzwojeniu wtórnym do liczby zwojów w uzwojeniu pierwotnym, możemy powiedzieć, że przekładnia transformatora stosowanego w zasilaczu lampy kineskopowej wynosi:",1,"około 0,0004","około 0,009","około 113,6",około 2778,2,
241,Fizyka,Egzaminy Maturalne,"Kwadratowa ramka o boku 0,1 m ustawiona prostopadle do linii jednorodnego pola magnetycznego o indukcji 0,03 T została usunięta z pola ruchem jednostajnym w czasie 0,3 s. Bezwzględna wartość siły elektromotorycznej wyindukowanej w ramce wyniosła:",1q,"0,09 V","0,01 V","0,009 V","0,001 V",3,
242,Fizyka,Egzaminy Maturalne,Izotop wodoru 3 1 H ma w porównaniu z izotopem helu 3 2 He:,3,"większą liczbę nukleonów,","mniejszą liczbę nukleonów,","większą liczbę neutronów,",mniejszą liczbę neutronów.,2,
243,Fizyka,Egzaminy Maturalne,"Jądro uranu 238 92 U przechodzi w jądro ołowiu 206 82 Pb w wyniku kilku rozpadów promieniotwórczych. Liczba rozpadów α i β-, odpowiadająca temu procesowi, jest odpowiednio równa: ",1,"8 i 6,","8 i 8,","8 i 10,",16 i 6.,0,
244,Fizyka,Egzaminy Maturalne,Czołg jedzie do przodu po linii prostej z prędkością o wartości 40 km/h względem podłoża. Górna część gąsienicy porusza się względem czołgu,2,z prędkością o wartości 0 km/h.,do przodu z prędkością o wartości 40 km/h.,do tyłu z prędkością o wartości 40 km/h.,do przodu z prędkością o wartości 80 km/h.,1,
245,Fizyka,Egzaminy Maturalne,Po ogrzaniu szczelnie zamkniętej stalowej butli zawierającej hel ciśnienie tego gazu wzrosło. Jeśli pominiemy rozszerzalność termiczną butli to gaz uległ przemianie,2,izochorycznej.,izotermicznej.,izobarycznej.,adiabatycznej.,0,
246,Fizyka,Egzaminy Maturalne,"Poniżej przedstawiono wypowiedzi trzech uczniów na temat promieniowania jądrowego. Wojtek - promieniowanie alfa to wiązka rozpędzonych jąder helu. Promieniowanie to jest bardzo przenikliwe. Mirek - promieniowanie gamma to promieniowanie elektromagnetyczne, które jest bardzo przenikliwe. Artur - promieniowanie beta to wiązka rozpędzonych elektronów. Promieniowanie to jest mniej przenikliwe od promieniowania alfa. Poprawną wypowiedź przedstawił",1,Wojtek i Artur.,Mirek i Artur.,tylko Mirek.,"Wojtek, Mirek i Artur.",2,
247,Fizyka,Egzaminy Maturalne,Atom bizmutu o liczbie atomowej 83 i liczbie masowej 209 posiada,3,"209 protonów, 83 neutrony, 83 elektrony,","83 protony, 126 neutronów, 83 elektrony,","209 protonów, 83 neutrony, 126 elektronów,","126 protonów, 83 neutrony, 83 elektrony.",1,
